polling_station_id,กล้าธรรม,ประชาชน,ประชาธิปัตย์,ภูมิใจไทย,เพื่อไทย,เศรษฐกิจ,ไทยก้าวใหม่,ไทรวมพลัง,turnout_rate,spoiled_rate,abstain_rate,cluster,province,constituency,amphoe,tambon,unit,election_type,pca_1,pca_2
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|1,0.42394822006472493,0.08414239482200647,0.0,0.1423948220064725,0.02912621359223301,0.006472491909385114,0.0,0.313915857605178,0.539047619047619,0.028268551236749116,0.0176678445229682,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,0.9391717686306903,0.43329815284296297
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|10,0.2551546391752577,0.028350515463917526,0.0,0.002577319587628866,0.010309278350515464,0.0,0.0,0.7036082474226805,0.7222222222222222,0.022267206477732792,0.010121457489878543,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,constituency,-1.7251142233934553,-0.5581018418978635
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|3,0.23006833712984054,0.025056947608200455,0.004555808656036446,0.002277904328018223,0.011389521640091117,0.002277904328018223,0.002277904328018223,0.7220956719817767,0.6095617529880478,0.030501089324618737,0.006535947712418301,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,3,constituency,-1.5419163243772502,-0.8501267768264428
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|4,0.3905325443786982,0.029585798816568046,0.0,0.005917159763313609,0.005917159763313609,0.0,0.0,0.5680473372781065,0.597972972972973,0.02824858757062147,0.01694915254237288,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,4,constituency,-1.5938414198257511,0.11983728250250256
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|6,0.33519553072625696,0.09497206703910614,0.00558659217877095,0.0,0.0223463687150838,0.00558659217877095,0.0,0.5363128491620112,0.6012658227848101,0.02631578947368421,0.031578947368421054,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,6,constituency,-0.8260024384324429,-0.16234676091926922
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|7,0.413265306122449,0.07142857142857142,0.0,0.00510204081632653,0.00510204081632653,0.0,0.0,0.5051020408163265,1.0,0.047619047619047616,0.014285714285714285,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,7,constituency,-1.0518270874306779,0.9561231953297173
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|8,0.2265625,0.08333333333333333,0.005208333333333333,0.010416666666666666,0.044270833333333336,0.005208333333333333,0.0,0.625,0.634375,0.03940886699507389,0.0049261083743842365,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,8,constituency,-0.7861764011141941,-0.683945665767257
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|9,0.5735735735735735,0.02702702702702703,0.003003003003003003,0.02702702702702703,0.012012012012012012,0.006006006006006006,0.0,0.35135135135135137,0.6021699819168174,0.02702702702702703,0.003003003003003003,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,9,constituency,-1.0298987503531813,1.000232642645415
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|3,0.20967741935483872,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.0,0.0,0.6935483870967742,0.6347826086956522,0.0547945205479452,0.0136986301369863,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,3,constituency,-0.47515502027641887,-0.7334951884702064
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|4,0.24615384615384617,0.046153846153846156,0.0,0.0,0.015384615384615385,0.007692307692307693,0.0,0.6846153846153846,0.822429906542056,0.028409090909090908,0.0,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,4,constituency,-1.5222634261721324,-0.5006991547037918
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|5,0.2631578947368421,0.006578947368421052,0.013157894736842105,0.013157894736842105,0.006578947368421052,0.006578947368421052,0.0,0.6907894736842105,0.6423076923076924,0.059880239520958084,0.029940119760479042,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,5,constituency,-0.7509413567393303,-0.38394091612831865
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|6,0.40117994100294985,0.0855457227138643,0.0,0.0029498525073746312,0.02064896755162242,0.011799410029498525,0.0029498525073746312,0.4749262536873156,0.5945017182130584,0.005780346820809248,0.014450867052023121,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,6,constituency,-1.2105657274229646,-0.07660808861217072
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|8,0.2898550724637681,0.15579710144927536,0.0036231884057971015,0.010869565217391304,0.07246376811594203,0.028985507246376812,0.0,0.4384057971014493,0.5873015873015873,0.030405405405405407,0.02364864864864865,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,8,constituency,0.06376682995909201,-0.4486367992998563
